,path,source,actor,gender,emotion,emotion_lb,split
0,E:/SER/audio/Actor_01/03-01-01-01-01-01-01.wav,Ravdess,1,male,1,male_neutral,Train
1,E:/SER/audio/Actor_01/03-01-01-01-01-02-01.wav,Ravdess,1,male,1,male_neutral,Train
2,E:/SER/audio/Actor_01/03-01-01-01-02-01-01.wav,Ravdess,1,male,1,male_neutral,Train
3,E:/SER/audio/Actor_01/03-01-01-01-02-02-01.wav,Ravdess,1,male,1,male_neutral,Train
4,E:/SER/audio/Actor_01/03-01-02-01-01-01-01.wav,Ravdess,1,male,1,male_neutral,Train
5,E:/SER/audio/Actor_01/03-01-02-01-01-02-01.wav,Ravdess,1,male,1,male_neutral,Train
6,E:/SER/audio/Actor_01/03-01-02-01-02-01-01.wav,Ravdess,1,male,1,male_neutral,Train
7,E:/SER/audio/Actor_01/03-01-02-01-02-02-01.wav,Ravdess,1,male,1,male_neutral,Train
8,E:/SER/audio/Actor_01/03-01-02-02-01-01-01.wav,Ravdess,1,male,1,male_neutral,Train
9,E:/SER/audio/Actor_01/03-01-02-02-01-02-01.wav,Ravdess,1,male,1,male_neutral,Train
10,E:/SER/audio/Actor_01/03-01-02-02-02-01-01.wav,Ravdess,1,male,1,male_neutral,Train
11,E:/SER/audio/Actor_01/03-01-02-02-02-02-01.wav,Ravdess,1,male,1,male_neutral,Train
12,E:/SER/audio/Actor_01/03-01-03-01-01-01-01.wav,Ravdess,1,male,3,male_happy,Train
13,E:/SER/audio/Actor_01/03-01-03-01-01-02-01.wav,Ravdess,1,male,3,male_happy,Train
14,E:/SER/audio/Actor_01/03-01-03-01-02-01-01.wav,Ravdess,1,male,3,male_happy,Train
15,E:/SER/audio/Actor_01/03-01-03-01-02-02-01.wav,Ravdess,1,male,3,male_happy,Train
16,E:/SER/audio/Actor_01/03-01-03-02-01-01-01.wav,Ravdess,1,male,3,male_happy,Train
17,E:/SER/audio/Actor_01/03-01-03-02-01-02-01.wav,Ravdess,1,male,3,male_happy,Train
18,E:/SER/audio/Actor_01/03-01-03-02-02-01-01.wav,Ravdess,1,male,3,male_happy,Train
19,E:/SER/audio/Actor_01/03-01-03-02-02-02-01.wav,Ravdess,1,male,3,male_happy,Train
20,E:/SER/audio/Actor_01/03-01-04-01-01-01-01.wav,Ravdess,1,male,4,male_sad,Train
21,E:/SER/audio/Actor_01/03-01-04-01-01-02-01.wav,Ravdess,1,male,4,male_sad,Train
22,E:/SER/audio/Actor_01/03-01-04-01-02-01-01.wav,Ravdess,1,male,4,male_sad,Train
23,E:/SER/audio/Actor_01/03-01-04-01-02-02-01.wav,Ravdess,1,male,4,male_sad,Train
24,E:/SER/audio/Actor_01/03-01-04-02-01-01-01.wav,Ravdess,1,male,4,male_sad,Train
25,E:/SER/audio/Actor_01/03-01-04-02-01-02-01.wav,Ravdess,1,male,4,male_sad,Train
26,E:/SER/audio/Actor_01/03-01-04-02-02-01-01.wav,Ravdess,1,male,4,male_sad,Train
27,E:/SER/audio/Actor_01/03-01-04-02-02-02-01.wav,Ravdess,1,male,4,male_sad,Train
28,E:/SER/audio/Actor_01/03-01-05-01-01-01-01.wav,Ravdess,1,male,5,male_angry,Train
29,E:/SER/audio/Actor_01/03-01-05-01-01-02-01.wav,Ravdess,1,male,5,male_angry,Train
30,E:/SER/audio/Actor_01/03-01-05-01-02-01-01.wav,Ravdess,1,male,5,male_angry,Train
31,E:/SER/audio/Actor_01/03-01-05-01-02-02-01.wav,Ravdess,1,male,5,male_angry,Train
32,E:/SER/audio/Actor_01/03-01-05-02-01-01-01.wav,Ravdess,1,male,5,male_angry,Train
33,E:/SER/audio/Actor_01/03-01-05-02-01-02-01.wav,Ravdess,1,male,5,male_angry,Train
34,E:/SER/audio/Actor_01/03-01-05-02-02-01-01.wav,Ravdess,1,male,5,male_angry,Train
35,E:/SER/audio/Actor_01/03-01-05-02-02-02-01.wav,Ravdess,1,male,5,male_angry,Train
36,E:/SER/audio/Actor_01/03-01-06-01-01-01-01.wav,Ravdess,1,male,6,male_fearful,Train
37,E:/SER/audio/Actor_01/03-01-06-01-01-02-01.wav,Ravdess,1,male,6,male_fearful,Train
38,E:/SER/audio/Actor_01/03-01-06-01-02-01-01.wav,Ravdess,1,male,6,male_fearful,Train
39,E:/SER/audio/Actor_01/03-01-06-01-02-02-01.wav,Ravdess,1,male,6,male_fearful,Train
40,E:/SER/audio/Actor_01/03-01-06-02-01-01-01.wav,Ravdess,1,male,6,male_fearful,Train
41,E:/SER/audio/Actor_01/03-01-06-02-01-02-01.wav,Ravdess,1,male,6,male_fearful,Train
42,E:/SER/audio/Actor_01/03-01-06-02-02-01-01.wav,Ravdess,1,male,6,male_fearful,Train
43,E:/SER/audio/Actor_01/03-01-06-02-02-02-01.wav,Ravdess,1,male,6,male_fearful,Train
44,E:/SER/audio/Actor_01/03-01-07-01-01-01-01.wav,Ravdess,1,male,7,male_disgust,Train
45,E:/SER/audio/Actor_01/03-01-07-01-01-02-01.wav,Ravdess,1,male,7,male_disgust,Train
46,E:/SER/audio/Actor_01/03-01-07-01-02-01-01.wav,Ravdess,1,male,7,male_disgust,Train
47,E:/SER/audio/Actor_01/03-01-07-01-02-02-01.wav,Ravdess,1,male,7,male_disgust,Train
48,E:/SER/audio/Actor_01/03-01-07-02-01-01-01.wav,Ravdess,1,male,7,male_disgust,Train
49,E:/SER/audio/Actor_01/03-01-07-02-01-02-01.wav,Ravdess,1,male,7,male_disgust,Train
50,E:/SER/audio/Actor_01/03-01-07-02-02-01-01.wav,Ravdess,1,male,7,male_disgust,Train
51,E:/SER/audio/Actor_01/03-01-07-02-02-02-01.wav,Ravdess,1,male,7,male_disgust,Train
52,E:/SER/audio/Actor_01/03-01-08-01-01-01-01.wav,Ravdess,1,male,8,male_surprised,Train
53,E:/SER/audio/Actor_01/03-01-08-01-01-02-01.wav,Ravdess,1,male,8,male_surprised,Train
54,E:/SER/audio/Actor_01/03-01-08-01-02-01-01.wav,Ravdess,1,male,8,male_surprised,Train
55,E:/SER/audio/Actor_01/03-01-08-01-02-02-01.wav,Ravdess,1,male,8,male_surprised,Train
56,E:/SER/audio/Actor_01/03-01-08-02-01-01-01.wav,Ravdess,1,male,8,male_surprised,Train
57,E:/SER/audio/Actor_01/03-01-08-02-01-02-01.wav,Ravdess,1,male,8,male_surprised,Train
58,E:/SER/audio/Actor_01/03-01-08-02-02-01-01.wav,Ravdess,1,male,8,male_surprised,Train
59,E:/SER/audio/Actor_01/03-01-08-02-02-02-01.wav,Ravdess,1,male,8,male_surprised,Train
60,E:/SER/audio/Actor_02/03-01-01-01-01-01-02.wav,Ravdess,2,female,1,female_neutral,Train
61,E:/SER/audio/Actor_02/03-01-01-01-01-02-02.wav,Ravdess,2,female,1,female_neutral,Train
62,E:/SER/audio/Actor_02/03-01-01-01-02-01-02.wav,Ravdess,2,female,1,female_neutral,Train
63,E:/SER/audio/Actor_02/03-01-01-01-02-02-02.wav,Ravdess,2,female,1,female_neutral,Train
64,E:/SER/audio/Actor_02/03-01-02-01-01-01-02.wav,Ravdess,2,female,1,female_neutral,Train
65,E:/SER/audio/Actor_02/03-01-02-01-01-02-02.wav,Ravdess,2,female,1,female_neutral,Train
66,E:/SER/audio/Actor_02/03-01-02-01-02-01-02.wav,Ravdess,2,female,1,female_neutral,Train
67,E:/SER/audio/Actor_02/03-01-02-01-02-02-02.wav,Ravdess,2,female,1,female_neutral,Train
68,E:/SER/audio/Actor_02/03-01-02-02-01-01-02.wav,Ravdess,2,female,1,female_neutral,Train
69,E:/SER/audio/Actor_02/03-01-02-02-01-02-02.wav,Ravdess,2,female,1,female_neutral,Train
70,E:/SER/audio/Actor_02/03-01-02-02-02-01-02.wav,Ravdess,2,female,1,female_neutral,Train
71,E:/SER/audio/Actor_02/03-01-02-02-02-02-02.wav,Ravdess,2,female,1,female_neutral,Train
72,E:/SER/audio/Actor_02/03-01-03-01-01-01-02.wav,Ravdess,2,female,3,female_happy,Train
73,E:/SER/audio/Actor_02/03-01-03-01-01-02-02.wav,Ravdess,2,female,3,female_happy,Train
74,E:/SER/audio/Actor_02/03-01-03-01-02-01-02.wav,Ravdess,2,female,3,female_happy,Train
75,E:/SER/audio/Actor_02/03-01-03-01-02-02-02.wav,Ravdess,2,female,3,female_happy,Train
76,E:/SER/audio/Actor_02/03-01-03-02-01-01-02.wav,Ravdess,2,female,3,female_happy,Train
77,E:/SER/audio/Actor_02/03-01-03-02-01-02-02.wav,Ravdess,2,female,3,female_happy,Train
78,E:/SER/audio/Actor_02/03-01-03-02-02-01-02.wav,Ravdess,2,female,3,female_happy,Train
79,E:/SER/audio/Actor_02/03-01-03-02-02-02-02.wav,Ravdess,2,female,3,female_happy,Train
80,E:/SER/audio/Actor_02/03-01-04-01-01-01-02.wav,Ravdess,2,female,4,female_sad,Train
81,E:/SER/audio/Actor_02/03-01-04-01-01-02-02.wav,Ravdess,2,female,4,female_sad,Train
82,E:/SER/audio/Actor_02/03-01-04-01-02-01-02.wav,Ravdess,2,female,4,female_sad,Train
83,E:/SER/audio/Actor_02/03-01-04-01-02-02-02.wav,Ravdess,2,female,4,female_sad,Train
84,E:/SER/audio/Actor_02/03-01-04-02-01-01-02.wav,Ravdess,2,female,4,female_sad,Train
85,E:/SER/audio/Actor_02/03-01-04-02-01-02-02.wav,Ravdess,2,female,4,female_sad,Train
86,E:/SER/audio/Actor_02/03-01-04-02-02-01-02.wav,Ravdess,2,female,4,female_sad,Train
87,E:/SER/audio/Actor_02/03-01-04-02-02-02-02.wav,Ravdess,2,female,4,female_sad,Train
88,E:/SER/audio/Actor_02/03-01-05-01-01-01-02.wav,Ravdess,2,female,5,female_angry,Train
89,E:/SER/audio/Actor_02/03-01-05-01-01-02-02.wav,Ravdess,2,female,5,female_angry,Train
90,E:/SER/audio/Actor_02/03-01-05-01-02-01-02.wav,Ravdess,2,female,5,female_angry,Train
91,E:/SER/audio/Actor_02/03-01-05-01-02-02-02.wav,Ravdess,2,female,5,female_angry,Train
92,E:/SER/audio/Actor_02/03-01-05-02-01-01-02.wav,Ravdess,2,female,5,female_angry,Train
93,E:/SER/audio/Actor_02/03-01-05-02-01-02-02.wav,Ravdess,2,female,5,female_angry,Train
94,E:/SER/audio/Actor_02/03-01-05-02-02-01-02.wav,Ravdess,2,female,5,female_angry,Train
95,E:/SER/audio/Actor_02/03-01-05-02-02-02-02.wav,Ravdess,2,female,5,female_angry,Train
96,E:/SER/audio/Actor_02/03-01-06-01-01-01-02.wav,Ravdess,2,female,6,female_fearful,Train
97,E:/SER/audio/Actor_02/03-01-06-01-01-02-02.wav,Ravdess,2,female,6,female_fearful,Train
98,E:/SER/audio/Actor_02/03-01-06-01-02-01-02.wav,Ravdess,2,female,6,female_fearful,Train
99,E:/SER/audio/Actor_02/03-01-06-01-02-02-02.wav,Ravdess,2,female,6,female_fearful,Train
100,E:/SER/audio/Actor_02/03-01-06-02-01-01-02.wav,Ravdess,2,female,6,female_fearful,Train
101,E:/SER/audio/Actor_02/03-01-06-02-01-02-02.wav,Ravdess,2,female,6,female_fearful,Train
102,E:/SER/audio/Actor_02/03-01-06-02-02-01-02.wav,Ravdess,2,female,6,female_fearful,Train
103,E:/SER/audio/Actor_02/03-01-06-02-02-02-02.wav,Ravdess,2,female,6,female_fearful,Train
104,E:/SER/audio/Actor_02/03-01-07-01-01-01-02.wav,Ravdess,2,female,7,female_disgust,Train
105,E:/SER/audio/Actor_02/03-01-07-01-01-02-02.wav,Ravdess,2,female,7,female_disgust,Train
106,E:/SER/audio/Actor_02/03-01-07-01-02-01-02.wav,Ravdess,2,female,7,female_disgust,Train
107,E:/SER/audio/Actor_02/03-01-07-01-02-02-02.wav,Ravdess,2,female,7,female_disgust,Train
108,E:/SER/audio/Actor_02/03-01-07-02-01-01-02.wav,Ravdess,2,female,7,female_disgust,Train
